Food,Category,Recipe/Single_food_item,Fiber_(g),Quantity,Carbohydrate_(g),Protein_(g),Fat_(g),Calories_(kcal),Protein_(g)_nutritions,Fats_(g),Carbohydrates_(g),Starch_(g),Cholesterol_(mg),Calcium_(mg),Magnesium_(mg),Iron_(mg),Zinc_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vitamin_B6_(mg),Vitamin_B12_(mcg),"Folate,_ug",Vitamin_C_(mg),Retinol_Activity_Equivalents_(ug),Vitamin_E_(ug),total_n-6_fas_(%_of_energy),total_n-3_fas_(%_of_energy),Vitamin_B5_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Selenium_(mcg),Retinol_(mcg),Saturated_fatty_acids_(g),Mono-unsaturated_fatty_acids_(g),Poly-unsaturated_fatty_acids_(g),Free_sugars_(g)
"LEGUME MALLUM, NFS, TEMPERED, W/ SCRAPED COCONUT",Dessert,R,6.656666756,92.0,41.32000000000001,2.26,2.54,183.2,11.96407795,14.35409927,23.74410057,19.12242126,0.0,26.19913864,40.14735413,2.881800413,1.593084455,0.094745673,0.061946869,0.609387636,0.089798152,0.0,20.79128647,0.0,0.84943682,0.230671316,0.52,0.08,0.83606112,146.7363586,329.2052612,34.7702713,36.49905777,1.6,48.9626412,54.9797268,173.56992,0.819954097
"LEGUME MALLUM, NFS, W/ SCRAPED COCONUT",Dessert,R,7.17110014,92.0,41.32000000000001,2.26,2.54,183.2,12.53009319,7.228633404,24.77280617,19.96100235,0.0,27.48178101,42.95594025,3.036232233,1.685214758,0.098518148,0.065634683,0.641223431,0.096060455,0.0,21.98209381,0.0,0.8832587,0.249870434,0.52,0.08,0.888890982,155.0947876,350.8377075,37.22406769,38.79892731,1.6,158.142182,112.41009879999999,285.53376199999997,0.852602065
"LEGUMES AND LEAFY GREENS, NFS, W/ COCONUT MILK",Dessert,R,5.507285595,100.0,39.44,4.5200000000000005,8.36,420.2,9.487352371,7.470448494,18.49509048,12.78387928,0.0,104.1650162,50.40777206,3.29744339,1.506271601,0.094115093,0.11086192,0.909292042,0.212395653,0.1,37.99980164,15.24610233,370.3963623,0.248769522,1.2,0.06000000000000001,0.641195416,115.1189499,365.6530457,27.31802177,25.10972214,22.4,78.52585979999999,73.3831706,191.14528,1.078934908
"LEGUMES AND VEGETABLE, NFS, TEMPERED",Dessert,R,6.245176792,92.0,41.32,2.2600000000000002,2.54,183.2,9.392623901,5.262973309,18.87472916,13.97038937,0.0,35.13796997,41.03679276,2.492168665,1.189386487,0.108839102,0.085689679,1.157539368,0.143628463,0.15433012200000001,45.76593781,7.243593216,13.99197006,0.174828559,1.1,0.26,0.816882193,128.3092194,365.6378479,24.92850876,23.768013,0.0,154.45888399999998,131.1279696,263.474618,1.54131794
"LEGUMES AND VEGETABLE, NFS, TEMPERED, W/ COCONUT MILK",Dessert,R,4.176191807,92.0,41.32000000000001,2.2600000000000002,2.54,183.2,7.775320053,16.21855736,16.11279297,10.19503975,0.0,47.47312546,27.07975006,2.558449984,1.189436078,0.081325985,0.054553051,1.054738164,0.099473275,0.054330122,32.14147949,4.299917698,10.82957077,0.129298121,0.78,0.1,0.534080803,86.31302643,237.4221497,17.64828682,17.26502419,0.0,70.4272684,132.4208366,213.10881,0.839368224
"LEGUMES AND VEGETABLE, NFS, W/ COCONUT MILK",Dessert,R,4.125256062,92.0,41.32000000000001,2.2600000000000002,2.54,183.2,7.751879692,11.76556969,16.0850544,10.18575668,0.0,47.13588715,26.80116272,2.551018953,1.187498212,0.08088094,0.053756244,1.03996408,0.098107331,0.054330122,31.57051086,4.193703651,10.54722595,0.128329471,0.8200000000000001,0.12000000000000002,0.52839762,85.89043427,234.8513947,17.57964706,17.23367119,0.0,70.42726840000002,132.4208366,213.10881,0.830489159
"LEGUMES AND WHITE ROOT/TUBER, NFS, W/ COCONUT MILK",Dessert,R,3.637251377,92.0,41.32,2.2600000000000002,2.54,183.2,7.492612839,11.75051689,18.94931602,12.78822422,0.0,42.81030655,25.92764473,2.533285141,1.198969483,0.082643002,0.037526734,0.859033465,0.083354853,0.054330122,22.10919189,5.297367573,4.549303532,0.129205599,0.8,0.1,0.456864268,87.76122284,274.0499268,17.53322983,16.61045647,3.2,71.302635,35.0885178,179.71379199999998,0.842111111
"LEGUMES, NFS, AND DRIED FISH, NFS, LIGHT TEMPERED, W/ COCONUT MILK",Dessert,R,2.9799318,92.0,41.32000000000001,2.2600000000000002,2.54,183.2,12.702579,10.481936,13.713758,9.0135889,15.973001,36.620445,36.344887,2.2857559,1.3439181,0.062800176,0.058325388,1.131766,0.17605425,0.28575665,52.696575,3.5046034,2.4490306,0.09429311,1.3199999999999998,0.27999999999999997,0.4861306,114.02755,261.7019,1254.0615,65.281143,9.4,500.136022,814.444898,318.801706,0.53767228
"LEGUMES, NFS, AND DRIED FISH, NFS, TEMPERED",Dessert,R,4.0850639,92.0,34.32000000000001,3.46,8.540000000000001,213.2,15.670551,9.6190367,13.709994,9.175931,24.264782,47.674194,53.789967,2.4841068,1.4029572,0.075536072,0.085907422,1.332842,0.25124729,0.54985547,73.918213,8.6681585,27.262997,0.13027094,2.2199999999999998,0.6399999999999999,0.6077978,149.88196,392.50699,1899.7659,91.378082,7.8,500.136022,814.444898,318.801706,0.53767228
"LEMON OR LIME JUICE,FRESH, W/ WATER & SUGAR",Dessert,R,0,92.0,38.480000000000004,2.44,4.4399999999999995,185.4,0.03074473,0.063151337,0.89893711,0.0,0.0,1.8666689,0.77692759,0.010945885,0.005845307,0.003323755,0.000885538,0.007478448,0.003323755,0.0,1.191566,4.074923,0.035730362,0.003323755,0.0,0.0,0.008309386,0.83343142,11.971264,0.080981888,0.001724198,0.0,17.532804,3.9660699,28.999758,0.21853685
"LEMON OR LIME JUICE,FRESH, W/ WATER (NO SWEETENER)",Breakfast,S,0,92.0,38.480000000000004,2.44,4.4399999999999995,185.4,0.4,0.8,7.0,0.0,0.0,23.0,8.9,0.12,0.08,0.04,0.01,0.0,0.03,0.0,12.4,48.2,0.0,0.1,7.0,2.2,0.24990604219999998,22.71826169,216.25800024,8.2949800052,200.789684706,0.0,32.014847,19.2496506,56.808514400000014,4.1420436789999995
LEMON PUFF,Dinner,S,,13.0,8.7,0.7,2.3,59.0,5.702760601,12.896095401,16.166682739200002,20.3513071484,0.0,70.932089234,83.031772352,1.6013523006,1.0529748458000001,0.07712807020000001,0.07504621040000001,1.3625114536000003,0.0989542506,0.0012969976,25.918320846,15.937936898,64.60121216,5.266339081,4.82,0.08,0.36097319640000003,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
LEMON-LIME SODA,Breakfast,S,0,92.0,38.480000000000004,2.44,4.4399999999999995,284.4,0.0,0.0,7.2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0197559702,2.527866824,37.8300842,4.9491559352,0.067173976,0.0,9.156305280000002,18.302785179999997,16.80538586,3.1516153840000003
"LIME JUICE,FRESH, W/ SODA & SWEETENER",Dessert,R,0.15954022,92.0,38.480000000000004,2.44,4.4399999999999995,185.4,0.054841947,0.021604404,0.70200467,0.046532564,0.0,2.1633141,1.2671814,0.010114947,0.004183429,0.004985632,0.000885538,0.017449711,0.004154693,0.0,1.0054357,3.1617215,0.029913791,0.028251912,0.0,0.0,0.020773465,1.6170065,16.624519,0.070179686,0.035792682,0.0,6.7846136,3.166707,7.3313713,0.28335008
"LIME JUICE,FRESH,RAW (100% JUICE)",Breakfast,S,0,92.0,38.480000000000004,2.44,4.4399999999999995,185.4,0.4,0.1,1.6,0.0,0.0,9.0,6.0,0.0,0.1,0.02,0.01,0.1,0.04,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.1027965724,16.455886174,165.7082528,7.870196377599998,80.26712118200001,0.0,32.042483520000005,16.75436418,55.42254586,3.8075672049999993
LIME PICKLE,Dessert,R,2.754799843,92.0,41.32,2.2600000000000002,2.54,183.2,1.014500022,0.377700001,11.22980022,1.011000037,0.0,34.83000183,21.22500038,0.292400002,0.097499996,0.070710003,0.02458,0.441029996,0.082940005,0.0,11.58334064,40.51224899,5.879199982,0.4005,3.6,2.2399999999999998,0.314900011,27.62599945,264.7200012,2.204900026,0.92080003,0.0,60.0114912,38.541044799999995,106.248991,3.797499895
"LIQUOR, ARAK",Breakfast,S,0,92.0,38.480000000000004,2.44,4.4399999999999995,284.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004154693,0.3234013,3.3249038,0.014035937200000001,0.0071585364,0.0,1.35692272,0.6333414,1.46627426,0.056670016000000004
"LIQUOR, HARD (>35% ABV), NON-SPECIFIC",Breakfast,S,0,92.0,38.480000000000004,2.44,4.4399999999999995,284.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004154693,0.3234013,3.3249038,0.014035937200000001,0.0071585364,0.0,1.35692272,0.6333414,1.46627426,0.056670016000000004
"LIQUOR, KASIPPU",Breakfast,S,0,92.0,38.480000000000004,2.44,4.4399999999999995,284.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004154693,0.3234013,3.3249038,0.014035937200000001,0.0071585364,0.0,1.35692272,0.6333414,1.46627426,0.056670016000000004
"LIQUOR, TODDY, COCONUT",Breakfast,S,0,92.0,38.480000000000004,2.44,4.4399999999999995,284.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004154693,0.3234013,3.3249038,0.014035937200000001,0.0071585364,0.0,1.35692272,0.6333414,1.46627426,0.056670016000000004
"LIQUOR, TODDY, KITUL",Breakfast,S,0,92.0,38.480000000000004,2.44,4.4399999999999995,284.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004154693,0.3234013,3.3249038,0.014035937200000001,0.0071585364,0.0,1.35692272,0.6333414,1.46627426,0.056670016000000004
"LIQUOR, TODDY, PALMYRA",Breakfast,S,0,92.0,38.480000000000004,2.44,4.4399999999999995,284.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004154693,0.3234013,3.3249038,0.014035937200000001,0.0071585364,0.0,1.35692272,0.6333414,1.46627426,0.056670016000000004
"LIVER,CALF,TEMPERED",Dessert,R,1.973474,92.0,41.32,2.2600000000000002,2.54,183.2,21.783152,8.5134249,3.5913889,2.1231713,271.56497,28.833454,31.449528,19.10079,7.0646896,0.17087762,0.34342039,13.033937,0.059656713,45.923389,5.4229245,1.4118766,13.038739,0.70316225,4.76,1.98,0.12874687,355.47153,421.00232,55.689655,30.827974,7.8,546.6183442,371.63009556000003,164.1008758,0.28287539479999996
"LOBSTER, FRESH, TEMPERED",Dessert,R,1.046944,100.0,51.04,5.12,10.36,422.2,9.4653082,5.1821351,1.564873,0.31004101,19.939823,40.925339,31.225721,0.435267,1.009761,0.01616984,0.02481525,1.0065629,68.091476,0.57569999,874.98462,2.6063035,16.797201,0.27900299,1.3800000000000001,0.8400000000000001,0.67190301,137.08945,213.05701,94.303993,34.337997,3.2,527.7243724000001,423.91244544,475.7611842,0.8916726415999999
"LONG BEANS, BOILED",Dessert,R,4.3600411,92.0,41.32000000000001,2.2600000000000002,2.54,183.2,2.7588961,0.24632999,1.633989,0.68972403,0.0,34.573593,25.874092,0.79024541,0.063203603,0.0,0.048034351,2.6295729,0.079030871,0.0,55.413166,5.6826277,0.0,0.057477001,1.78,0.5199999999999999,0.79646701,38.966942,224.65295,4.2590456,2.2005479,0.0,100.1742,7.2174692,89.499901,0.80467802
"LONG BEANS, BOILED, W/ SCRAPED COCONUT",Dessert,R,7.260684013,92.0,41.32000000000001,2.2600000000000002,2.54,183.2,4.112419128,6.987197876,5.007697105,1.992272019,0.0,46.48290253,43.88634109,1.432092071,0.354945004,0.016896799,0.072641745,3.125458956,0.149417892,0.1,75.38471985,9.535747528,9.983178139,0.168342993,2.62,0.28,1.065338969,75.85352325,396.7096863,13.38389969,8.339692116,0.0,68.4592488,30.0240006,184.04152399999998,2.075737953
"LONG BEANS, TEMPERED",Dessert,R,5.759171009,92.0,41.32000000000001,2.2600000000000002,2.54,183.2,3.622668028,8.095222473,5.111824036,1.528023958,0.0,45.98135757,36.88317871,1.197458982,0.179044008,0.0192768,0.065454997,3.104708195,0.13879405,0.0,75.03614807,9.933697701,9.992697716,0.10407,2.62,0.27999999999999997,0.955498993,61.40362167,354.0,6.492865086,2.641894102,0.0,72.0011644,82.0285916,287.934552,2.494338036
"LONG BEANS, TEMPERED, W/ COCONUT MILK",Dessert,R,2.9,106.0,41.32,4.46,8.34,470.2,4.4,25.3,14.0,3.8,0.0,72.0,55.5,1.86,0.53,0.09,0.12,0.7,0.08,0.14788079,53.8,8.5,109.0,0.2,1.1,0.1,0.4639556114,45.423058776,392.56260158000003,28.176860206000004,12.986435265999997,27.0,137.2994792,136.6101426,197.776928,2.4531631642000002
"LONG BEANS, TEMPERED, W/ SCRAPED COCONUT",Dessert,R,7.260684013,92.0,34.32000000000001,3.46,8.540000000000001,213.2,4.112419128,14.67719841,5.007697105,1.992272019,0.0,46.48290253,43.88634109,1.432092071,0.354945004,0.016896799,0.072641745,3.125458956,0.149417892,0.0,75.38471985,9.535747528,9.983178139,0.168342993,2.62,0.27999999999999997,1.065338969,75.85352325,396.7096863,13.38389969,8.339692116,0.0,68.4592488,30.0240006,184.041524,2.075737953
"LONG BEANS, W/ COCONUT MILK",Dessert,R,1.1,100.0,51.239999999999995,5.0200000000000005,10.3,294.8,2.7,10.2,8.5,2.2,0.0,42.0,33.5,0.93,0.33,0.05,0.06,0.3,0.02,0.0,36.2,1.1,68.0,0.0,0.9,0.0,0.44443809160000003,43.650710758,350.01773756,13.151085959,3.6530506422,7.8,32.6764552,20.9972554,75.1486574,4.034097857
"LOTUS ROOT, W/ COCONUT  MILK",Dessert,R,3,86.0,39.4,5.0,11.0,259.0,2.2,11.8,10.1,8.0,0.0,33.0,21.6,2.08,0.3,0.03,0.04,0.4,0.06,0.0,13.9,5.8,127.0,0.3,1.9,0.3,0.4084234902,33.494901728,212.35984286000001,14.049880060000001,82.68711909,27.0,33.5460572,72.4852672,149.215456,4.5615257709999995
"LOTUS SEED, DRY",Breakfast,S,,70.85892857142856,20.979416666666665,4.363083333333333,5.174083333333334,290.1459459459459,7.446523820474934,10.092475207651717,15.836433497538463,8.600271963736311,17.62763952221255,65.59884507194305,36.349675157079886,1.993248551271523,1.0268091315687584,0.2602092450415549,0.2844709881195219,1.290470028550532,0.5215333259719253,0.46024931443288597,40.7490591116091,10.832388249754388,88.13244756646766,1.07397026874893,1.9368402579670327,0.548164685989011,1.0287957980916442,106.1212310056984,328.2084570074679,594.6611402798579,41.96178642373641,46.333333333333336,395.65910330138894,513.3889217638298,312.52470599507046,1.7257516199655172
LUNU MIRIS,Snack,S,,10.0,1.43,0.87,0.04,12.0,5.702760601,12.896095401,16.1666827392,20.3513071484,0.0,70.932089234,83.031772352,1.6013523006,1.0529748458000001,0.07712807020000001,0.07504621040000001,1.3625114536000003,0.0989542506,0.0012969976,25.918320846,15.937936898,64.60121216,5.266339081,4.82,0.08,0.36097319640000003,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
"MAIZE KERNELS, BOILED",Dessert,R,3.2378681,92.0,41.32000000000001,2.26,2.54,183.2,2.8167579,1.151034,22.028732,14.261592,0.0,4.7369509,36.547199,0.62839699,0.81991923,0.1080849,0.10036455,0.92527223,0.36028299,0.0,41.272991,2.9517472,6.6619601,0.084221996,0.6199999999999999,0.32,0.402394,153.28404,154.12627,2.0536132,2.4705119,19.2,97.323196,134.7552,332.20901,1.366268
"MAIZE KERNELS, FRIED",Dessert,R,5.7657032,92.0,41.32,2.2600000000000002,2.54,183.2,5.6630058,6.8879528,23.356232,11.678116,0.0,9.5654917,50.923042,0.67486602,0.99762797,0.1247035,0.1951243,1.4920408,0.40932089,0.0,65.993095,8.3925457,14.365843,0.132039,2.38,0.33999999999999997,0.49881399,162.8481,437.1958,3.212949,5.5016251,20.8,183.34894,257.10797,425.51984,6.8660278
"MAIZE ON THE COB, BOILED",Dessert,R,3.2378681,92.0,41.32000000000001,2.26,2.54,183.2,2.8167579,1.151034,22.028732,14.261592,0.0,4.7369509,36.547199,0.62839699,0.81991923,0.1080849,0.10036455,0.92527223,0.36028299,0.0,41.272991,2.9517472,6.6619601,0.084221996,0.6199999999999999,0.32,0.402394,153.28404,154.12627,2.0536132,2.4705119,19.2,97.323196,134.7552,332.20901,1.366268
"MAIZE ON THE COB, ROASTED",Dessert,R,4.1265001,92.0,41.32000000000001,2.26,2.54,183.2,4.053,1.5015,16.716,8.3579998,0.0,7.2460003,36.445499,0.495,0.71799999,0.094499998,0.13965,1.127175,0.30922499,0.0,53.978401,6.006525,10.8864,0.094499998,2.1,0.2,0.35699999,116.55,312.89999,2.2995,3.9375,20.8,128.10001,183.75,304.5,4.914
"MALDIVES FISH, DRY",Breakfast,S,,92.0,34.32000000000001,3.4599999999999995,8.540000000000001,213.2,61.32,6.26,67.66,15.779999999999998,98.44,51.12,133.0,3.44,3.02,0.12599999999999997,0.18,3.19,2.99,5.64,352.0,3.4200000000000004,64.5,0.38,1.24,0.6399999999999999,0.31,461.0,804.0,10612.0,811.0,1.6,2713.0,1537.0,1379.0,0.47866088219999997
"MALTED DRINK MIX, POWDER ONLY",Breakfast,S,0,72.0,48.04,4.82,13.1,309.8,8.7,8.7,73.9,0.0,22.0,435.0,0.0,11.7,0.0,0.0,1.11,17.4,1.74,0.8,0.0,52.2,0.0,0.0,0.0,0.0,1.5,470.0,1191.0,400.0,0.703624208,0.0,3.8,112.02672520000002,173.84882399999998,1.0541784402
"MALTED DRINK, BOTTLED, READY-TO-DRINK",Breakfast,S,0,92.0,37.32000000000001,2.46,2.94,371.0,3.4,1.4,10.0,0.0,0.0,160.0,0.0,1.0,0.0,0.0,0.2,1.3,0.2,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.3259967996,101.63673286,263.85175333999996,100.08354399999999,1.355273998,3.2,10.5174792,34.51682,27.921582,1.3869216
"MALTED DRINK, FROM POWDER",Breakfast,S,0,92.0,37.32,2.46,2.94,165.2,0.665,0.723333333,9.625,0.0,0.0,40.71666667,7.816666667,0.07,0.595,0.042,0.106166667,0.571666667,0.019833333,0.42,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALU PAN,Dinner,S,,130.0,76.8,7.4,10.34,390.0,6.0475724972,5.4653066078,45.956962585999996,9.0254796362,17.276373292,86.56424559,17.392593268,2.4449925705999997,0.5781070972,0.0834733998,0.036377902000000004,1.4431963062,0.1663508542,0.0470335736,20.38910023,1.7289044571999999,37.8247962252,0.15910225860000002,4.4799999999999995,0.02,0.356491398,75.011893076,180.881092,36.0989918638,7.240611648800001,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.5510394955999999
MANDARIN,Breakfast,S,1.8,92.0,32.480000000000004,3.44,3.44,161.4,0.81,0.31,13.3,0.0,0.0,37.0,12.0,0.15,0.07,0.058,0.036,0.376,0.078,0.0,16.0,26.7,34.0,0.0,1.34,0.22000000000000003,0.20120519220000005,32.33484798,250.95927450000005,9.926933332,81.78442960480001,0.0,36.5921878,18.822504400000003,90.3784656,1.5686711652
MANGO CHUTNEY,Breakfast,S,,100.0,15.0,0.5,0.0,60.0,5.702760601,12.896095401,16.1666827392,20.3513071484,0.0,70.932089234,83.031772352,1.6013523006,1.0529748458000001,0.07712807020000001,0.07504621040000001,1.3625114536,0.0989542506,0.0012969976,25.918320846,15.937936898,64.60121216,5.266339081,4.82,0.08,0.36097319640000003,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
MANGO CHUTNEY WITH SUGAR,Breakfast,S,,100.0,50.0,0.5,0.0,200.0,7.296972285199999,16.996562439799998,44.163274966,19.964945492199995,0.0,73.47760466999999,82.25412445600001,3.1624691246,1.2001095659999996,0.09004312419999999,0.1044363336,1.5849060602,0.11928794760000001,0.0012969976,28.554310874,0.62,8.5489104212,5.2386287378,4.82,0.08,0.36097319640000003,68.693967814,200.704441,35.5119881558,6.5000148776,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.9735296156000001
MANGO JUICE,Beverage,S,,110.0,66.0,9.98,23.36,656.0,6.034716872000001,6.438296967999999,54.008518220000006,20.850109744,17.276373292,74.39797972,15.061091611999998,1.671366926,0.6311757212,0.07177749359999999,0.03334420640000001,1.833180046,0.12039978120000001,0.045736576,16.605471956,1.3489044572,52.015542604000004,0.19186320080000002,4.4799999999999995,0.02,0.356491398,75.011893076,180.88109200000002,36.0989918638,7.2406116488,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.5510394956000001
MANGO JUICE,Snack,S,,110.0,66.0,9.98,23.36,909.0,6.034716872000001,6.438296967999999,54.008518220000006,20.850109744,17.276373292,74.39797972,15.061091611999998,1.671366926,0.6311757212,0.07177749359999999,0.03334420640000001,1.833180046,0.12039978120000001,0.045736576,16.605471956,1.3489044572,52.015542604000004,0.19186320080000002,4.4799999999999995,0.02,0.356491398,75.011893076,180.88109200000002,36.0989918638,7.2406116488,46.333333333333336,1176.4446644,1161.2025816,388.71207799999996,0.5510394956000001
"MANGO JUICE, UNSWEETENED (100% JUICE)",Breakfast,S,,92.0,32.480000000000004,3.44,3.44,161.4,0.1,0.2,9.8,5.66,0.0,2.0,21.887999999999998,1.5,0.0,0.01,0.01,0.5,0.0,0.0,0.0,25.0,35.0,0.1,1.3800000000000001,0.24000000000000005,0.37389509079999994,33.103084532000004,259.65635865999997,17.206767093999996,82.951376478,0.0,40.0341008,24.440736,89.2803402,4.0500495796000004
"MANGO, GREEN",Breakfast,S,3,92.0,37.32000000000001,2.46,2.94,165.2,0.7,0.1,10.6,5.8,0.0,27.0,17.5,0.4,0.09,0.02,0.02,0.3,0.13,0.0,25.9,90.2,0.0,0.9,0.4,0.3,0.220482842,34.757061799999995,244.860918,10.8331652,32.642335505999995,0.0,5.066447,15.137367000000001,30.659074399999998,3.3110222390000006
"MANGO, SEMI-RIPE",Breakfast,S,2.45,106.0,38.480000000000004,4.64,10.24,247.4,0.6,0.35,9.4,2.9,0.0,21.5,15.45,0.455,0.105,0.025,0.03,0.3,0.125,0.0,43.0,61.6,97.5,0.6,0.55,1.35,0.2883006,26.130612312,204.70388,9.797905920000002,83.2643458396,7.8,83.6786178,45.0044434,107.3886996,5.353422063199999
"MANGO, SEMI-RIPE, BOILED AND TEMPERED CURRY",Dessert,R,3.905819893,92.0,34.32000000000001,3.4599999999999995,8.540000000000001,286.4,1.648000956,5.597820759,10.7886982,4.668174267,0.0,104.0413513,25.20288277,1.029806018,0.207664996,0.04792555,0.040376551,0.423140943,0.135108992,0.39544591799999995,18.12164116,43.80470276,27.82380676,0.498062015,0.96,0.30000000000000004,0.235431999,32.35048294,237.6157074,21.31515121,0.783703983,20.8,93.95976900000001,35.4817756,132.42819400000002,2.955282927
"MANGO, SEMI-RIPE, BOILED CURRY",Dessert,R,3.905819893,92.0,34.32000000000001,3.4599999999999995,8.540000000000001,286.4,1.648000956,8.597821236,10.7886982,4.668174267,0.0,104.0413513,25.20288277,1.029806018,0.207664996,0.04792555,0.040376551,0.423140943,0.135108992,0.39544591799999995,18.12164116,43.80470276,27.82380676,0.498062015,0.96,0.30000000000000004,0.235431999,32.35048294,237.6157074,21.31515121,0.783703983,20.8,93.95976900000001,35.4817756,132.42819400000002,2.955282927
"MANGO, SEMI-RIPE, BOILED CURRY, W/ COCONUT MILK",Dessert,R,2.669825077,92.0,37.32000000000001,2.46,2.94,165.2,2.269304037,13.39301777,11.75326729,3.909528971,0.0,93.98002625,16.93261337,1.593987942,0.51157403,0.038244501,0.023635751,0.667488933,0.122409075,0.28999592,21.88140488,41.69528198,17.43331146,0.463197023,2.8600000000000003,1.9,0.151781008,19.14731407,151.2393036,20.85454559,0.325395018,0.0,59.6500678,103.52706559999999,105.9021544,2.272267103
"MANGO,RIPE",Breakfast,S,1.9,86.0,27.6,4.5,9.059999999999999,379.2,0.5,0.6,8.2,0.0,0.0,16.0,13.4,0.51,0.12,0.03,0.04,0.3,0.12,0.0,43.0,33.0,195.0,0.3,0.7,2.4,0.3175074906,28.461046906,263.42265478,13.288247742,87.47029710219999,27.0,103.809662,454.91443660000004,264.89669,6.058481971999999
"MANGOSTEEN, RAW",Breakfast,S,1.9,92.0,38.480000000000004,2.44,4.4399999999999995,185.4,0.6,0.2,11.4,0.5,0.0,5.0,12.0,0.28,0.21,0.01,0.01,0.6,0.18,0.0,13.5,26.3,0.0,0.1,0.4,1.3,0.27846339800000003,37.4798328,267.19802,8.2405118,120.34181519799999,0.0,23.7798942,18.7490914,75.5304404,2.5555366
"MANILA TAMARIND, RAW",Breakfast,S,4.4,92.0,38.480000000000004,2.44,4.4399999999999995,185.4,3.6,1.1,13.5,0.5,0.0,9.0,33.0,0.71,0.56,0.18,0.14,0.4,0.04,0.0,4.2,55.8,0.0,0.4,0.1,0.2,0.23946284420000002,30.100261690000004,214.20491824,8.2949800052,0.818161106,0.0,32.040647,15.137367000000001,30.65907440000001,3.3110222390000006
